frame,capture_time,log_time,hmd_position_x,hmd_position_y,hmd_position_z,hmd_rotation_x,hmd_rotation_y,hmd_rotation_z,hmd_rotation_w,gaze_status,combined_gaze_forward_x,combined_gaze_forward_y,combined_gaze_forward_z,combined_gaze_position_x,combined_gaze_position_y,combined_gaze_position_z,inter_pupillary_distance_mm,left_eye_status,left_eye_forward_x,left_eye_forward_y,left_eye_forward_z,left_eye_position_x,left_eye_position_y,left_eye_position_z,left_pupil_iris_ratio,left_pupil_diameter_mm,left_iris_diameter_mm,left_eye_openness,right_eye_status,right_eye_forward_x,right_eye_forward_y,right_eye_forward_z,right_eye_position_x,right_eye_position_y,right_eye_position_z,right_pupil_iris_ratio,right_pupil_diameter_mm,right_iris_diameter_mm,right_eye_openness,focus_distance,focus_stability,time_s,time_ms,sample_dt_ms,gaze_azimuth_deg,gaze_elevation_deg,in_invalid_run,invalid_run_id,gaze_valid,left_eye_valid,right_eye_valid,blink_left,blink_right,pupil_left_out_of_bounds,pupil_right_out_of_bounds,pupil_asymmetry_exceeded,focus_distance_sentinel,focus_out_of_bounds,focus_unstable,interpolated_left_pupil,interpolated_right_pupil,excluded
725485,1000003886300812700,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.949972677743109,,,INVALID,,,,,,,,,,,,,1.6690672,1669.0672,5.009499999999889,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725486,1000003886305822200,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.9881229865324888,,,INVALID,,,,,,,,,,,,,1.6740767,1674.0767,5.009500000000116,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725487,1000003886310831700,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,3.0262732953218667,,,INVALID,,,,,,,,,,,,,1.6790862,1679.0862,5.009499999999889,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725488,1000003886315878100,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,3.064704619460947,,,INVALID,,,,,,,,,,,,,1.6841326,1684.1326,5.046399999999949,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725489,1000003886320905100,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,3.1029882011126504,,,INVALID,,,,,,,,,,,,,1.6891596,1689.1596,5.027000000000044,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725490,1000003886325917600,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,3.1411613566784284,,,INVALID,,,,,,,,,,,,,1.6941721,1694.1721,5.0125000000000455,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725491,1000003886330893200,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,3.1790534968945043,,,INVALID,,,,,,,,,,,,,1.6991477,1699.1477,4.975599999999986,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725492,1000003886335905700,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,3.2172266524602824,,,INVALID,,,,,,,,,,,,,1.7041602,1704.1602,5.0125000000000455,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725493,1000003886340934200,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,3.255521657500184,,,INVALID,,,,,,,,,,,,,1.7091887,1709.1887,5.0284999999998945,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725494,1000003886345946700,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,3.2936948130659616,,,INVALID,,,,,,,,,,,,,1.7142012,1714.2012,5.0125000000000455,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725495,1000003886350964500,63875744677246,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,3.3319083312700437,,,INVALID,,,,,,,,,,,,,1.719219,1719.219,5.017800000000079,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725496,1000003886355966300,63875744677246,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.005,-0.077,0.997,0,0,0,52.375,VALID,-0.013,-0.02,1,-0.028,0,0,0.489,3.37,6.887,0.441,INVALID,,,,,,,,,,0.29,2,0,1.7242208,1724.2208,5.001800000000003,-0.28733851142311534,-4.416146264289567,false,,true,true,false,true,true,false,false,false,false,false,true,false,false,false
725497,1000003886360984100,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,VALID,-0.047,-0.098,0.994,0,0,0,52.375,VALID,-0.063,-0.061,0.996,-0.028,0,0,0.489,3.37,6.887,0.436,INVALID,,,,,,,,,,0.292,2,0,1.7292386,1729.2386,5.017799999999852,-2.707140283059522,-5.624013180483932,false,,true,true,false,true,true,false,false,false,false,false,true,false,false,false
725498,1000003886365996600,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7342511,1734.2511,5.0125000000000455,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725499,1000003886371014400,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7392689,1739.2689,5.017800000000079,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725500,1000003886376026900,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7442814,1744.2814,5.0125000000000455,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725501,1000003886381044700,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7492992,1749.2992,5.017799999999852,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725502,1000003886386057200,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7543117,1754.3117,5.0125000000000455,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725503,1000003886391030500,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.759285,1759.285,4.973300000000108,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725504,1000003886396043000,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7642975,1764.2975,5.012499999999818,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725505,1000003886401055500,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.76931,1769.31,5.0125000000000455,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725506,1000003886406081400,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7743359,1774.3359,5.025900000000092,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725507,1000003886411088000,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7793425,1779.3425,5.006599999999935,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725508,1000003886416098800,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7843533,1784.3533,5.0108000000000175,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725509,1000003886421105400,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7893599,1789.3599,5.006599999999935,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725510,1000003886426116200,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7943707,1794.3707,5.0108000000000175,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725511,1000003886431127000,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.7993815,1799.3815,5.0108000000000175,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725512,1000003886436133600,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8043881,1804.3881,5.006599999999935,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725513,1000003886441125300,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8093798,1809.3798,4.991700000000037,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725514,1000003886446126100,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8143806,1814.3806,5.000800000000027,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725515,1000003886451146400,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8194009,1819.4009,5.020300000000134,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725516,1000003886456174700,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8244292,1824.4292,5.028299999999945,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725517,1000003886461190400,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8294449,1829.4449,5.015699999999924,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725518,1000003886466197000,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8344515,1834.4515,5.006599999999935,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725519,1000003886471207800,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8394623,1839.4623,5.0108000000000175,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725520,1000003886476214400,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8444689,1844.4689,5.006600000000162,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725521,1000003886481247200,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8495017,1849.5017,5.032799999999952,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725522,1000003886486253800,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8545083,1854.5083,5.006599999999935,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725523,1000003886491264600,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8595191,1859.5191,5.0108000000000175,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725524,1000003886496278600,63875744677624,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8645331,1864.5331,5.014000000000124,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725525,1000003886501288600,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8695431,1869.5431,5.009999999999991,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725526,1000003886506298600,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8745531,1874.5531,5.009999999999991,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725527,1000003886511343700,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8795982,1879.5982,5.04509999999982,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725528,1000003886516354500,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.884609,1884.609,5.0108000000000175,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725529,1000003886521364500,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.889619,1889.619,5.009999999999991,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725530,1000003886526375300,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8946298,1894.6298,5.0108000000000175,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725531,1000003886531385300,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.8996398,1899.6398,5.009999999999991,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725532,1000003886536427000,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9046815,1904.6815,5.041699999999992,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725533,1000003886541437000,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9096915,1909.6915,5.009999999999991,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725534,1000003886546409200,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9146637,1914.6637,4.972200000000157,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725535,1000003886551398600,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9196531,1919.6531,4.989399999999932,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725536,1000003886556410600,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9246651,1924.6651,5.011999999999944,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725537,1000003886561429200,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9296837,1929.6837,5.018600000000106,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725538,1000003886566437300,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9346918,1934.6918,5.008100000000013,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725539,1000003886571448300,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9397028,1939.7028,5.010999999999967,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725540,1000003886576458300,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9447128,1944.7128,5.009999999999991,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725541,1000003886581472700,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9497272,1949.7272,5.014400000000023,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725542,1000003886586480800,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9547353,1954.7353,5.008100000000013,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725543,1000003886591520700,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9597752,1959.7752,5.039899999999989,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725544,1000003886596528800,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9647833,1964.7833,5.008100000000013,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725545,1000003886601510100,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9697646,1969.7646,4.981299999999919,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725546,1000003886606525700,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9747802,1974.7802,5.015599999999949,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725547,1000003886611553400,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9798079,1979.8079,5.027700000000095,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725548,1000003886616579400,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9848339,1984.8339,5.026000000000067,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725549,1000003886621581900,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9898364,1989.8364,5.002499999999827,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725550,1000003886626592900,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9948474,1994.8474,5.011000000000195,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725551,1000003886631601000,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,1.9998555,1999.8555,5.008099999999786,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725552,1000003886636617900,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0048724,2004.8724,5.016900000000078,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725553,1000003886641626000,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0098805,2009.8805,5.008100000000013,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725554,1000003886646634100,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0148886,2014.8886,5.008100000000013,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725555,1000003886651646700,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0199012,2019.9012,5.01260000000002,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725556,1000003886656654800,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0249093,2024.9093,5.008100000000013,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725557,1000003886661662900,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0299174,2029.9174,5.008100000000013,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725558,1000003886666686500,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.034941,2034.941,5.023599999999988,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725559,1000003886671695500,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.03995,2039.95,5.0090000000000146,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725560,1000003886676704500,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.044959,2044.959,5.0090000000000146,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725561,1000003886681729800,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0499843,2049.9843,5.025300000000016,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725562,1000003886686738800,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0549933,2054.9933,5.0090000000000146,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725563,1000003886691792700,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0600472,2060.0472,5.053899999999885,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725564,1000003886696801700,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0650562,2065.0562,5.0090000000000146,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725565,1000003886701817700,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0700722,2070.0722,5.016000000000076,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725566,1000003886706826700,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0750812,2075.0812,5.0090000000000146,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725567,1000003886711842300,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0800968,2080.0968,5.015599999999722,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725568,1000003886716851300,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0851058,2085.1058,5.0090000000000146,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725569,1000003886721866900,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0901214,2090.1214,5.015600000000177,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725570,1000003886726875900,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.0951304,2095.1304,5.0090000000000146,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725571,1000003886731884900,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,,,,INVALID,,,,,,,,,,,,,2.1001394,2100.1394,5.0090000000000146,,,true,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true
725572,1000003886736912000,63875744677625,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,VALID,-0.046,-0.13,0.99,0,0,0,52.375,VALID,-0.04,-0.098,0.994,-0.028,0,0,0.307,2.115,6.887,0.393,VALID,-0.095,-0.229,0.969,0.028,0,0,0.333,2.15,6.454,0.31,,0,2.1051665,2105.1665,5.027099999999791,-2.660314732619527,-7.46959231641693,false,,true,true,true,true,true,false,false,false,false,true,true,false,false,false
725573,1000003886741921000,63875744677636,-0.018,1.175,0.039,0.029,-0.013,0.029,0.999,VALID,-0.036,-0.127,0.991,0,0,0,52.375,VALID,-0.011,-0.104,0.994,-0.028,0,0,0.391,2.69,6.887,0.395,VALID,-0.088,-0.126,0.988,0.028,0,0,0.383,2.471,6.454,0.313,0.6681774,0,2.1101755,2110.1755,5.0090000000000146,-2.0804656487695845,-7.296267965040263,false,,true,true,true,true,true,false,false,false,false,false,true,false,false,false
